1,9052103325
1,9033318729
2,9776645579
2,9690929228
3,9854608382
3,9228767309
4,9192000545
4,9626465057
5,9374682918
5,9952160839
6,9157896845
6,9037209464
7,9891150681
7,9060396377
8,9488868238
8,9594495360
9,9171441035
9,9320676969
10,9880934312
10,9593185947
11,9467133341
11,9977103153
12,9120322347
12,9351734618
13,9999880928
13,9806017063
14,9953857297
14,9081500140
15,9783667004
15,9115986829
16,9552259310
16,9043141817
17,9987961964
17,9265683940
18,9681372549
18,9649788699
19,9948862849
19,9683653436
20,9438924488
20,9264979844
21,9074557750
21,9895426147
22,9444209734
22,9564823665
23,9282152468
23,9515220833
24,9799258586
24,9287212949
25,9530705931
25,9677677874
26,9609823025
26,9641566092
27,9275834067
27,9972414396
28,9991873250
28,9488104090
29,9855715393
29,9800851088
30,9432892903
30,9300849762
31,9668338536
31,9603956643
32,9767051108
32,9774097122
33,9572997332
33,9570495079
34,9437958125
34,9829027233
35,9490239055
35,9285828638
36,9762301994
36,9659258006
37,9521847416
37,9130752881
38,9544642691
38,9728503054
39,9284318608
39,9192945989
40,9544835140
40,9466999013
41,9581944580
41,9659072605
42,9698373686
42,9242266533
43,9868408416
43,9101288996
44,9601476709
44,9345514857
45,9385500662
45,9204507940
46,9607242443
46,9109294929
47,9540756741
47,9739932841
48,9544284226
48,9306185199
49,9842613737
49,9988944464
50,9370328187
50,9958640697
51,9507799554
52,9972596216
53,9358875684
54,9715686682
55,9849638172
56,9293511756
57,9329401055
58,9286102867
59,9825851093
60,9033396495
61,9023672885
62,9350525365
63,9581643712
64,9271391667
65,9787142781
66,9745267397
67,9127582192
68,9917500324
69,9293213645
70,9844532042
71,9958077935
72,9838691576
73,9559649799
74,9516954995
75,9888246487
76,9878987710
77,9651676590
78,9962416060
79,9784062478
80,9910798979
81,9025112553
82,9989961248
83,9286107393
84,9942935841
85,9461298430
86,9893846222
87,9524522776
88,9815209496
89,9143737591
90,9090803728
91,9174094918
91,9521964036
92,9231542360
92,9637784003
93,9819338615
93,9957683064
94,9926643344
94,9232798097
95,9646460079
95,9877125782
96,9147637408
96,9026660097
97,9914976386
97,9158144187
98,9177692818
98,9358455455
99,9552706615
99,9840219700
100,9705206746
100,9264648867
101,9101058330
101,9241488222
102,9361745278
102,9629906222
103,9453705940
103,9924972050
104,9320219571
104,9484436770
105,9334144039
105,9255892179
106,9531761009
106,9771898556
107,9481024607
107,9862833009
108,9060732443
108,9854019145
109,9502506955
109,9438569365
110,9219531769
110,9931252701
111,9409252850
111,9304818637
112,9719674873
112,9958319333
113,9371051692
113,9961775903
