1,9372432823
1,9933155418
2,9767259876
2,9483752104
3,9274798239
3,9679324356
4,9927608865
4,9321812733
5,9120914977
5,9175442066
6,9553389364
6,9684356760
7,9034405473
7,9424041118
8,9460897880
8,9909757735
9,9141819978
9,9343160292
10,9218303573
10,9388982005
11,9681232178
11,9777057271
12,9632517305
12,9803571909
13,9694869292
13,9515570196
14,9061604155
14,9135640660
15,9809631901
15,9454595647
16,9525287444
16,9567070597
17,9941345335
17,9783895520
18,9809192968
18,9271173899
19,9895987276
19,9647433352
20,9287269213
20,9577313993
21,9200497592
21,9854821248
22,9937267461
22,9999744061
23,9693482546
23,9894246640
24,9679386772
24,9301018737
25,9821239499
25,9504951646
26,9991370522
26,9122675355
27,9218760214
27,9087103991
28,9076800595
28,9302348456
29,9495092174
29,9043795194
30,9472629851
30,9881558327
31,9314466045
31,9102729101
32,9407589112
32,9208763868
33,9868121962
33,9383841644
34,9571093396
34,9509809382
35,9068488707
35,9363235679
36,9694417187
36,9900663636
37,9200891348
37,9156772535
38,9127920288
38,9260508378
39,9169444324
39,9987749624
40,9863035020
40,9446177483
41,9186059481
41,9425030306
42,9475540663
42,9723497876
43,9909871668
43,9196199445
44,9672722949
44,9169755122
45,9801548603
45,9743350226
46,9878089297
46,9687113833
47,9762544587
47,9590195986
48,9948510280
48,9599458780
49,9850334993
49,9413299715
50,9153317415
50,9873159985
51,9702988323
52,9927150730
53,9799808215
54,9654089817
55,9366778200
56,9051740698
57,9309884504
58,9632238424
59,9076829439
60,9221622094
61,9728466506
62,9377964192
63,9362777510
64,9101891221
65,9026368358
66,9632071420
67,9604338293
68,9486361860
69,9641489841
70,9420494765
71,9177665297
72,9664791707
73,9594572875
74,9413437692
75,9206944871
76,9785583970
77,9981791870
78,9873872035
79,9715458492
80,9961906109
81,9354812993
82,9420797691
83,9501550792
84,9414179577
85,9464720952
86,9286657974
87,9972334378
88,9508076513
89,9053083617
90,9455463782
91,9867131867
92,9693539467
93,9985639666
94,9616884568
95,9583627920
96,9602257945
97,9813050930
98,9310696792
99,9370388254
100,9793289125
101,9052879736
101,9836020438
102,9371981862
102,9764734458
103,9686443821
103,9061147036
104,9097059930
104,9829619463
105,9332260642
105,9901875753
106,9213369811
106,9613186003
107,9809541813
107,9824972747
108,9928080582
108,9524216108
109,9602949703
109,9482430541
110,9100086292
110,9185267739
111,9278268113
112,9437247783
113,9247262125
114,9522280859
115,9584826257
116,9389766289
117,9807165764
118,9946739540
119,9083465259
120,9183243250
121,9926490296
122,9710732569
123,9562091053
124,9547049315
